BLS_FEDERAL_TotalSep_Level,BLS_FEDERAL_JobOpenings_Level,BLS_FEDERAL_Layoffs_Level,BLS_FEDERAL_Quits_Level,BLS_FEDERAL_OtherSep_Level,BLS_FEDERAL_TotalSep_Rate,BLS_FEDERAL_JobOpenings_Rate,BLS_FEDERAL_Layoffs_Rate,BLS_FEDERAL_Quits_Rate,BLS_FEDERAL_OtherSep_Rate
35.956341660702414,68.74168357126825,12.097650013340166,12.071058616264839,11.85990708468676,1.30216364784002,2.41649818531377,0.44653388613803957,0.4549259091426927,0.4266769435343199
